STATION,NAME,DATE,PRCP,RAIN,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2/28/20,0,NO,58,66,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2/29/20,0,NO,51.5,54,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/1/20,0,NO,52.5,59,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/2/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/3/20,0,NO,62.5,73,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/4/20,0,NO,62.5,74,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/5/20,0,NO,56.5,62,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/6/20,0.01,YES,53,56,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/7/20,0.17,YES,52,55,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/8/20,0,NO,51,56,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/9/20,0,NO,57,64,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/10/20,0,NO,61.5,71,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/11/20,0,NO,58,65,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/12/20,0,NO,54.5,62,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/13/20,0,NO,55.5,61,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/14/20,0.59,YES,50,52,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/15/20,0.3,YES,50,54,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/16/20,0.07,YES,48,54,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/17/20,0,NO,49.5,55,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/18/20,0.03,YES,51,55,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/19/20,0,NO,53,59,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/20/20,0,NO,56,64,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/21/20,0,NO,56,63,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/22/20,0,NO,59,67,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/23/20,0,NO,52.5,55,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/24/20,0.08,YES,53.5,57,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/25/20,0,NO,50,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/26/20,0,NO,50,57,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/27/20,0,NO,51.5,56,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/28/20,0.05,YES,54,57,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/29/20,0.14,YES,54.5,58,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/30/20,0,NO,56,60,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",3/31/20,0,NO,57,62,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/1/20,0,NO,52.5,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/2/20,0,NO,53,60,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/3/20,0,NO,52.5,58,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/4/20,0.23,YES,51.5,55,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/5/20,0.24,YES,51,53,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/6/20,0.25,YES,48,51,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/7/20,0,NO,53,61,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/8/20,0,NO,54,58,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/9/20,0,NO,56.5,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/10/20,0,NO,56.5,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/11/20,0,NO,53.5,56,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/12/20,0,NO,56.5,62,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/13/20,0,NO,57.5,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/14/20,0,NO,62.5,76,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/15/20,0,NO,60.5,69,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/16/20,0,NO,54,57,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/17/20,0,NO,55.5,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/18/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/19/20,0,NO,57.5,62,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/20/20,0,NO,55.5,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/21/20,0,NO,57,63,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/22/20,0,NO,59.5,68,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/23/20,0,NO,61,69,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/24/20,0,NO,64,74,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/25/20,0,NO,62,71,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/26/20,0,NO,55.5,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/27/20,0,NO,59.5,67,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/28/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/29/20,0,NO,56.5,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",4/30/20,0,NO,57.5,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/1/20,0,NO,57.5,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/2/20,0,NO,58.5,65,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/3/20,0,NO,56,62,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/4/20,0,NO,58.5,68,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/5/20,0,NO,57,63,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/6/20,0,NO,61.5,71,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/7/20,0,NO,64.5,76,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/8/20,0,NO,63.5,76,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/9/20,0,NO,55.5,60,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/10/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/11/20,0.03,YES,60.5,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/12/20,0.08,YES,58.5,62,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/13/20,0.02,YES,58,64,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/14/20,0.08,YES,58.5,61,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/15/20,0.01,YES,59.5,65,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/16/20,0,NO,62,69,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/17/20,0.24,YES,63,69,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/18/20,0.12,YES,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/19/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/20/20,0,NO,59,65,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/21/20,0,NO,60,67,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/22/20,0,NO,59,66,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/23/20,0,NO,61,70,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/24/20,0,NO,62.5,72,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/25/20,0,NO,68,81,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/26/20,0,NO,68.5,81,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/27/20,0,NO,63,72,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/28/20,0,NO,57.5,62,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/29/20,0,NO,60,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/30/20,0.01,YES,63,69,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",5/31/20,0,NO,59,62,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/1/20,0,NO,60.5,66,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/2/20,0,NO,67,78,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/3/20,0,NO,70,82,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/4/20,0,NO,64,72,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/5/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/6/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/7/20,0,NO,57,61,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/8/20,0,NO,61.5,70,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/9/20,0,NO,64,75,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/10/20,0,NO,63.5,72,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/11/20,0,NO,61.5,69,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/12/20,0,NO,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/13/20,0,NO,60,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/14/20,0,NO,60.5,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/15/20,0,NO,61.5,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/16/20,0,NO,60,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/17/20,0,NO,66.5,77,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/18/20,0,NO,69,82,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/19/20,0,NO,58.5,64,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/20/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/21/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/22/20,0,NO,60.5,66,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/23/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/24/20,0,NO,61,67,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/25/20,0,NO,59,64,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/26/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/27/20,0,NO,58,61,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/28/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/29/20,0,NO,61,68,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",6/30/20,0,NO,64,73,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/1/20,0,NO,60.5,67,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/2/20,0,NO,60.5,67,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/3/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/4/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/5/20,0,NO,63,70,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/6/20,0,NO,60,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/7/20,0,NO,59.5,67,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/8/20,0,NO,61.5,69,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/9/20,0,NO,63,72,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/10/20,0,NO,60,68,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/11/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/12/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/13/20,0,NO,57.5,61,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/14/20,0,NO,61,67,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/15/20,0,NO,61,66,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/16/20,0,NO,60,64,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/17/20,0,NO,61.5,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/18/20,0,NO,62,67,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/19/20,0,NO,61,65,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/20/20,0,NO,58.5,61,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/21/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/22/20,0.03,YES,62.5,69,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/23/20,0,NO,60.5,66,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/24/20,0,NO,58,61,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/25/20,0,NO,62,68,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/26/20,0,NO,61,65,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/27/20,0,NO,59,64,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/28/20,0,NO,58.5,62,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/29/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/30/20,0,NO,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",7/31/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/1/20,0,NO,60,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/2/20,0,NO,59.5,65,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/3/20,0,NO,65,73,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/4/20,0,NO,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/5/20,0,NO,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/6/20,0,NO,62.5,70,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/7/20,0,NO,61.5,67,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/8/20,0,NO,62,68,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/9/20,0,NO,60,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/10/20,0,NO,60,64,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/11/20,0,NO,62.5,67,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/12/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/13/20,0,NO,69,83,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/14/20,0,NO,78.5,95,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/15/20,0,NO,75,86,64
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/16/20,0.01,YES,71.5,81,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/17/20,0,NO,71.5,81,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/18/20,0,NO,69,77,61
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/19/20,0,NO,68.5,77,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/20/20,0,NO,63,72,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/21/20,0,NO,66.5,75,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/22/20,0,NO,65.5,74,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/23/20,0,NO,62.5,68,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/24/20,0,NO,62.5,68,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/25/20,0,NO,62,67,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/26/20,0,NO,56.5,59,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/27/20,0,NO,59,64,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/28/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/29/20,0,NO,59,63,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/30/20,0,NO,58,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",8/31/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/1/20,0,NO,60.5,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/2/20,0,NO,62,66,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/3/20,0,NO,60,64,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/4/20,0,NO,62,69,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/5/20,0,NO,73.5,89,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/6/20,0,NO,85.5,100,71
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/7/20,0,NO,76.5,91,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/8/20,0,NO,64,71,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/9/20,0,NO,58.5,60,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/10/20,0,NO,60.5,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/11/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/12/20,0,NO,63,72,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/13/20,0,NO,58.5,62,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/14/20,0,NO,60.5,64,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/15/20,0,NO,63.5,69,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/16/20,0,NO,68,74,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/17/20,0,NO,63,67,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/18/20,0,NO,64,68,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/19/20,0,NO,66.5,73,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/20/20,0,NO,68.5,78,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/21/20,0,NO,64,71,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/22/20,0,NO,62,67,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/23/20,0,NO,64,71,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/24/20,0,NO,65,71,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/25/20,0,NO,63.5,69,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/26/20,0,NO,66.5,74,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/27/20,0,NO,75.5,89,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/28/20,0,NO,76,94,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/29/20,0,NO,59.5,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",9/30/20,0,NO,69,81,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/1/20,0,NO,78.5,93,64
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/2/20,0,NO,72.5,88,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/3/20,0,NO,66.5,77,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/4/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/5/20,0,NO,61,70,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/6/20,0.01,YES,56,61,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/7/20,0,NO,57.5,61,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/8/20,0,NO,59,61,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/9/20,0,NO,61.5,67,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/10/20,0,NO,61.5,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/11/20,0,NO,64,72,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/12/20,0,NO,69.5,81,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/13/20,0,NO,70.5,82,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/14/20,0,NO,72.5,83,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/15/20,0,NO,77.5,90,65
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/16/20,0,NO,80.5,92,69
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/17/20,0,NO,78.5,93,64
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/18/20,0,NO,67,76,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/19/20,0,NO,62,69,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/20/20,0,NO,63.5,74,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/21/20,0,NO,66,75,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/22/20,0,NO,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/23/20,0,NO,60,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/24/20,0,NO,60,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/25/20,0,NO,62,69,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/26/20,0,NO,65.5,73,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/27/20,0,NO,65.5,75,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/28/20,0,NO,64,74,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/29/20,0,NO,63.5,74,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/30/20,0,NO,55,61,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/31/20,0,NO,62.5,75,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/1/20,0,NO,65.5,77,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/2/20,0,NO,65,77,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/3/20,0,NO,58,66,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/4/20,0,NO,62.5,71,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/5/20,0,NO,65.5,74,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/6/20,0,NO,55,59,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/7/20,0,NO,54,60,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/8/20,0,NO,52,55,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/9/20,0,NO,51.5,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/10/20,0,NO,53.5,61,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/11/20,0,NO,53.5,57,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/12/20,0,NO,54,61,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/13/20,0.07,YES,53.5,58,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/14/20,0,NO,54.5,60,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/15/20,0,NO,56,65,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/16/20,0,NO,60,68,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/17/20,0.31,YES,58.5,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/18/20,0.11,YES,58,63,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/19/20,0,NO,56.5,62,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/20/20,0,NO,55,62,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/21/20,0,NO,54,62,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/22/20,0,NO,51.5,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/23/20,0,NO,55,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/24/20,0,NO,56,64,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/25/20,0,NO,54.5,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/26/20,0,NO,55,62,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/27/20,0,NO,55.5,63,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/28/20,0,NO,53,60,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/29/20,0,NO,54,62,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/30/20,0,NO,53,61,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/1/20,0,NO,54.5,63,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/2/20,0,NO,55,63,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/3/20,0,NO,55,62,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/4/20,0,NO,56.5,65,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/5/20,0,NO,54,60,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/6/20,0,NO,54.5,61,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/7/20,0,NO,60,71,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/8/20,0,NO,60.5,71,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/9/20,0,NO,57,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/10/20,0,NO,56,63,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/11/20,0.32,YES,51.5,55,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/12/20,0.12,YES,53.5,56,51
