STATION,NAME,DATE,PRCP,RAIN,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/13/20,0.75,YES,53,57,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/14/20,0,NO,51.5,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/15/20,0,NO,52.5,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/16/20,0,NO,53,59,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/17/20,0.39,YES,52.5,56,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/18/20,0,NO,53,61,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/19/20,0,NO,50,56,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/20/20,0,NO,51.5,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/21/20,0,NO,52.5,59,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/22/20,0,NO,53,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/23/20,0,NO,51,58,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/24/20,0,NO,50.5,57,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/25/20,0.33,YES,53.5,59,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/26/20,0,NO,54,57,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/27/20,0,NO,52,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/28/20,0.11,YES,50.5,54,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/29/20,0,NO,52,60,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/30/20,0.03,YES,48.5,54,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/31/20,0.02,YES,52.5,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/1/21,0.01,YES,51.5,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/2/21,0.2,YES,50,52,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/3/21,0,NO,50.5,53,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/4/21,0.24,YES,54.5,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/5/21,0,NO,50,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/6/21,0.03,YES,50.5,55,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/7/21,0,NO,53,57,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/8/21,0.04,YES,52.5,56,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/9/21,0,NO,52,60,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/10/21,0,NO,50.5,55,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/11/21,0,NO,52.5,58,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/12/21,0,NO,54.5,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/13/21,0,NO,57.5,64,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/14/21,0,NO,57.5,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/15/21,0,NO,58.5,68,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/16/21,0,NO,59.5,67,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/17/21,0,NO,62.5,74,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/18/21,0,NO,64.5,76,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/19/21,0,NO,61,67,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/20/21,0,NO,57,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/21/21,0,NO,48.5,55,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/22/21,0.13,YES,51,54,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/23/21,0,NO,51,56,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/24/21,0.1,YES,47.5,50,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/25/21,0.01,YES,47.5,52,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/26/21,0.35,YES,45,50,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/27/21,0.63,YES,49,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/28/21,0.61,YES,50,53,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/29/21,0.47,YES,48.5,53,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/30/21,0,NO,52,58,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",1/31/21,0,NO,55,60,50
